room_type_reserved,required_car_parking_space,market_segment_type,type_of_meal_plan,lead_time,no_of_special_requests,avg_price_per_room,no_of_week_nights,no_of_adults,no_of_weekend_nights,no_of_children,no_of_previous_bookings_not_canceled,no_of_previous_cancellations,booking_status
3,0,4,0,13,1,86.8,3,2,0,0,0,0,1
0,0,4,0,101,0,67.45,2,2,2,0,0,0,1
3,0,3,0,102,2,48.67,1,2,2,0,0,0,1
5,0,4,0,99,2,198.9,0,2,1,2,0,0,1
0,0,4,0,39,1,115.6,4,2,0,0,0,0,1
0,0,4,3,0,0,81.0,2,2,0,0,0,0,1
0,0,2,0,4,0,40.0,2,1,0,0,0,0,1
1,0,4,0,3,1,96.5,3,2,0,0,0,0,1
4,0,2,0,44,0,135.4,2,1,2,0,0,0,0
0,0,3,0,73,1,53.38,3,2,0,0,0,0,1
3,0,4,1,59,2,171.0,5,2,1,0,0,0,1
1,0,3,1,48,0,112.88,3,2,2,0,0,0,1
2,0,2,0,11,1,110.0,5,2,1,0,0,0,1
0,0,4,0,12,0,100.87,2,2,1,0,0,0,0
0,0,3,0,177,1,68.68,3,2,2,0,0,0,1
0,0,4,1,256,1,115.0,2,2,0,0,0,0,0
0,0,4,0,166,3,87.5,4,2,2,0,0,0,1
0,0,4,0,80,0,135.9,2,2,2,0,0,0,1
3,0,4,0,58,2,159.3,2,3,1,0,0,0,1
0,0,4,3,29,1,148.0,1,2,0,0,0,0,1
3,0,4,0,22,1,126.04,10,2,4,0,0,0,1
5,0,4,0,26,0,171.0,1,2,1,2,0,0,0
3,0,4,0,61,0,124.8,2,2,1,0,0,0,0
0,0,2,0,5,0,65.0,0,1,1,0,0,0,1
0,0,4,3,36,1,77.99,1,1,0,0,0,0,1
0,1,4,0,157,1,123.3,3,2,0,0,0,0,0
0,0,4,0,160,1,107.0,2,2,2,0,0,0,0
0,0,3,0,46,0,85.5,3,2,1,0,0,0,1
0,0,4,3,0,0,97.0,1,1,0,0,0,0,1
0,0,2,0,6,2,93.0,2,1,0,0,0,0,1
3,0,4,0,32,2,168.3,1,3,0,0,0,0,1
3,0,4,0,63,0,137.7,3,3,1,0,0,0,0
0,0,3,0,66,0,75.0,3,2,0,0,0,0,1
0,0,4,0,112,0,105.3,2,2,1,0,0,0,0
0,0,4,3,0,0,168.3,1,2,0,0,0,0,1
0,0,4,0,65,1,89.25,4,2,0,0,0,0,1
0,0,3,0,18,1,75.0,2,2,1,0,0,0,1
3,0,4,0,22,2,177.0,1,3,0,0,0,0,1
0,0,4,3,49,1,111.0,2,2,1,0,0,0,1
3,0,4,0,59,0,112.2,2,2,2,0,0,0,0
0,0,4,0,118,1,105.3,2,2,1,0,0,0,1
0,0,4,0,19,2,104.0,1,2,0,0,0,0,1
0,0,4,0,162,0,158.56,5,2,2,1,0,0,1
3,0,4,0,22,3,130.0,2,2,0,0,0,0,1
0,0,4,0,61,0,121.5,2,1,1,0,0,0,1
0,0,3,0,10,0,58.0,3,2,2,0,0,0,1
3,0,4,0,167,0,137.7,2,3,0,0,0,0,0
5,0,4,0,10,0,153.0,0,2,1,2,0,0,1
3,1,4,0,94,0,149.7,3,3,0,0,0,0,1
0,0,4,0,18,0,111.0,1,2,0,0,0,0,0
0,0,2,0,19,0,95.0,1,1,1,0,1,0,1
0,0,4,0,115,1,77.18,4,2,0,0,0,0,1
5,0,4,0,0,2,168.3,1,2,0,3,0,0,1
0,0,3,0,6,1,90.2,2,3,2,0,0,0,1
0,0,4,3,102,1,86.82,5,2,2,0,0,0,1
0,0,3,0,92,0,65.0,4,1,0,0,0,0,1
0,0,4,0,214,1,90.95,5,2,2,0,0,0,1
0,0,3,0,27,1,85.0,3,2,0,1,0,0,1
0,0,4,0,14,0,85.0,2,1,0,0,0,0,0
0,0,4,3,81,0,116.1,1,2,0,0,0,0,0
0,0,3,1,320,0,115.0,2,2,0,0,0,0,0
3,1,4,0,25,2,142.45,2,3,1,0,0,0,1
0,0,3,0,11,0,87.0,2,2,1,0,0,0,1
0,0,4,0,87,2,76.5,1,2,2,0,0,0,1
0,0,4,0,75,1,97.33,2,2,2,0,0,0,0
3,0,4,0,14,0,142.0,2,2,0,0,0,0,0
0,0,4,0,42,1,86.4,1,2,0,0,0,0,0
0,0,4,1,39,0,0.0,2,1,0,0,0,0,1
3,0,4,0,79,3,134.55,3,2,1,0,0,0,1
0,0,3,0,3,0,95.0,2,2,0,0,0,0,1
0,0,4,3,48,1,125.1,1,2,0,0,0,0,1
3,0,4,0,26,0,91.2,3,2,0,0,0,0,1
0,0,4,3,19,2,139.0,1,2,0,0,0,0,1
0,1,2,0,7,1,67.0,1,1,0,0,2,0,1
0,0,2,0,3,1,31.0,2,2,0,0,0,0,1
3,0,4,0,76,0,132.6,2,2,2,0,0,0,1
5,0,4,1,151,2,217.6,3,2,2,2,0,0,0
4,0,4,0,117,0,99.85,2,2,0,0,0,0,0
0,0,3,0,65,1,80.75,1,2,2,0,0,0,1
0,0,4,0,10,1,82.39,1,2,0,0,0,0,1
0,0,3,0,17,0,95.0,1,2,2,0,0,0,1
0,0,4,0,16,0,90.0,1,1,1,0,0,0,1
0,0,2,0,4,0,81.0,1,1,0,0,0,0,1
0,0,2,0,5,0,95.0,1,1,0,0,1,0,1
0,0,4,3,0,0,80.1,1,2,0,0,0,0,1
0,0,4,0,13,1,87.78,0,1,2,0,0,0,1
0,0,3,1,386,1,90.0,0,1,2,0,0,0,0
0,0,4,0,6,2,105.0,0,2,1,1,0,0,1
3,0,4,0,25,0,187.0,1,3,1,0,0,0,0
0,1,2,0,0,0,67.0,2,1,0,0,44,4,1
0,1,4,0,66,2,130.5,0,1,2,1,0,0,1
0,0,3,1,83,0,90.6,1,1,0,0,0,0,1
0,0,4,0,48,0,121.5,0,2,2,0,0,0,0
0,1,4,0,156,2,91.96,4,2,0,1,0,0,1
0,0,4,0,55,2,135.9,3,2,1,0,0,0,1
0,0,4,3,199,0,85.5,0,2,1,0,0,0,0
0,0,4,0,102,1,76.5,2,2,0,0,0,0,1
0,0,4,0,107,1,76.5,2,2,1,0,0,0,0
0,0,4,0,80,1,80.33,3,2,1,0,0,0,1
3,1,4,0,5,3,206.0,1,3,0,0,0,0,1
5,0,4,0,38,1,207.9,3,2,2,2,0,0,0
0,0,4,3,9,1,76.0,1,2,0,0,0,0,1
0,0,4,0,41,2,88.4,4,2,0,0,0,0,1
0,0,4,3,221,1,109.65,3,2,1,0,0,0,0
0,0,2,0,0,1,84.0,1,2,0,0,0,0,1
3,0,4,0,184,2,128.7,3,2,1,0,0,0,0
0,0,4,0,44,0,77.76,2,2,0,0,0,0,1
0,0,4,0,87,1,134.42,5,2,2,0,0,0,1
0,0,3,0,1,2,45.0,1,1,0,0,9,0,1
5,0,4,0,4,1,240.0,1,2,0,2,0,0,1
0,0,4,3,214,0,92.65,4,2,0,0,0,0,0
0,0,4,0,275,2,118.2,2,2,1,0,0,0,0
1,0,4,0,65,1,127.38,1,0,0,2,0,0,1
0,0,3,0,305,0,89.0,2,2,1,0,0,0,0
0,0,4,0,147,0,126.9,5,2,1,0,0,0,0
3,0,4,0,171,2,128.7,1,3,0,0,0,0,0
0,0,4,0,13,2,109.0,1,2,2,1,0,0,1
3,0,1,0,16,0,6.0,2,1,0,0,0,0,1
3,0,4,0,85,2,151.2,2,3,0,0,0,0,1
0,0,0,0,6,0,95.0,2,1,0,0,0,0,1
0,0,4,0,69,1,161.9,2,3,0,0,0,0,1
0,0,4,0,111,1,96.3,1,2,0,0,0,0,1
3,0,4,0,74,1,102.6,2,2,1,0,0,0,1
0,0,3,0,24,2,128.0,2,2,2,1,0,0,1
0,0,4,0,16,1,141.0,4,2,0,0,0,0,1
0,0,4,3,0,0,97.0,1,2,0,1,0,0,1
3,0,4,0,3,1,179.71,5,1,2,0,0,0,0
3,0,4,0,5,0,104.5,4,2,2,0,0,0,1
0,0,4,0,188,0,130.0,2,1,0,0,0,0,0
0,0,4,0,11,1,76.93,7,1,3,0,0,0,0
0,0,4,0,75,0,70.0,3,1,1,0,0,0,0
0,0,4,3,86,1,85.5,1,2,0,0,0,0,1
0,0,4,0,124,2,76.5,1,2,1,0,0,0,0
0,0,3,0,134,0,65.0,2,2,2,0,0,0,1
0,0,4,0,35,1,135.9,1,2,1,0,0,0,1
0,0,2,0,5,1,66.0,1,1,0,0,19,2,1
5,0,4,0,10,2,173.0,1,2,1,2,0,0,1
0,0,3,1,100,2,140.0,4,2,0,0,0,0,1
0,0,4,0,22,2,95.0,2,1,0,0,0,0,1
0,0,4,0,104,0,126.9,3,2,0,0,0,0,0
0,0,4,0,16,1,138.0,1,1,0,0,0,0,1
0,0,4,0,1,1,109.0,1,2,0,1,0,0,1
0,0,4,3,14,1,139.0,1,2,0,0,0,0,1
0,0,3,0,19,0,66.0,1,2,2,0,0,0,1
0,0,4,0,2,1,98.0,1,2,1,0,0,0,0
3,0,4,0,133,0,122.63,3,3,1,0,0,0,0
0,0,4,3,20,0,107.67,1,2,2,0,0,0,1
5,0,4,1,22,1,297.0,1,2,0,2,0,0,1
0,0,3,0,39,0,85.0,3,2,1,0,0,0,1
0,0,4,0,2,0,103.0,1,1,0,0,0,0,0
0,0,4,0,50,1,97.2,2,2,0,0,0,0,1
0,0,4,3,75,0,67.5,2,2,0,0,0,0,1
0,0,4,3,114,0,89.25,4,2,0,0,0,0,1
3,0,4,0,68,0,118.8,0,2,2,0,0,0,0
0,0,3,0,54,0,85.0,3,2,2,0,0,0,0
3,0,3,0,190,0,84.25,5,2,0,0,0,0,1
3,0,3,0,16,0,107.0,1,2,0,0,0,0,1
3,0,4,0,81,0,119.07,1,2,2,0,0,0,0
0,0,4,0,32,2,94.5,3,2,0,0,0,0,1
0,0,4,0,50,2,115.2,1,2,0,1,0,0,1
5,0,4,0,88,1,156.6,1,2,0,2,0,0,0
3,1,4,0,63,1,133.0,2,2,0,0,0,0,1
5,0,4,1,32,0,228.6,5,2,2,2,0,0,0
0,0,4,3,12,0,122.33,2,2,1,0,0,0,0
3,0,4,0,287,1,105.3,1,2,2,0,0,0,0
0,0,4,3,2,0,127.0,1,1,0,0,0,0,1
0,0,4,0,21,3,124.25,3,2,1,0,0,0,1
0,0,3,0,74,0,75.0,2,2,0,0,0,0,1
0,0,4,0,155,1,96.12,5,2,2,0,0,0,1
0,0,4,0,1,1,71.69,1,2,1,0,0,0,1
0,0,3,0,43,0,68.0,5,2,0,0,0,0,1
0,1,2,0,3,1,67.0,1,1,1,0,8,0,1
0,0,4,0,248,2,83.38,3,2,2,0,0,0,1
0,0,4,0,16,2,140.0,1,2,2,0,0,0,1
3,0,4,0,59,0,126.0,1,3,2,0,0,0,0
0,0,4,3,26,2,100.0,3,2,0,0,0,0,1
0,0,4,3,50,1,79.2,1,2,0,0,0,0,1
0,0,4,0,258,1,106.2,1,2,0,0,0,0,0
0,0,4,0,14,1,124.0,1,1,0,0,0,0,1
3,0,4,0,83,1,141.1,3,2,0,1,0,0,1
3,0,4,0,34,0,131.4,4,2,1,0,0,0,0
0,0,4,0,22,1,114.5,4,2,0,0,0,0,1
0,0,3,0,57,0,75.0,2,1,0,0,0,0,1
0,0,4,0,22,0,137.67,1,2,2,0,0,0,0
0,0,4,0,10,1,108.67,2,2,1,0,0,0,1
0,0,4,3,196,1,80.75,4,2,1,0,0,0,1
3,0,3,0,0,0,82.0,3,2,2,0,0,0,1
0,0,4,0,0,1,150.0,1,2,0,0,0,0,1
3,0,4,0,5,1,99.0,2,2,1,0,0,0,1
0,0,4,0,40,1,100.1,2,2,0,0,0,0,1
5,0,4,0,99,2,186.3,1,2,2,2,0,0,1
0,0,2,0,2,0,65.0,1,1,0,0,0,0,1
0,0,4,3,243,0,104.4,2,2,1,0,0,0,0
0,0,4,0,314,0,75.0,3,2,0,0,0,0,0
0,0,4,0,23,0,93.94,0,2,1,0,0,0,0
0,0,4,0,25,0,159.0,3,3,0,0,0,0,0
0,1,2,0,2,0,67.0,2,1,0,0,5,0,1
0,0,3,0,56,0,185.0,2,2,1,0,0,0,1
0,0,4,0,207,2,108.9,1,2,0,0,0,0,0
0,0,3,0,55,0,63.0,0,2,2,0,0,0,1
3,0,4,0,24,0,157.0,2,3,0,0,0,0,0
0,0,4,3,13,1,129.0,2,2,0,0,0,0,0
0,0,4,0,0,0,90.0,1,2,2,0,0,0,1
0,0,3,0,38,0,80.0,3,1,0,0,0,0,1
0,0,3,0,317,0,120.0,2,2,0,0,0,0,0
0,0,4,0,26,1,117.0,1,2,0,0,0,0,1
0,0,4,3,57,1,84.69,1,2,2,0,0,0,1
0,0,2,0,0,0,95.0,1,1,0,0,0,0,1
0,0,4,0,80,0,96.3,0,2,1,0,0,0,0
0,0,4,0,117,0,126.9,2,2,1,0,0,0,1
0,0,4,3,53,0,65.75,3,2,2,0,0,0,1
0,0,2,0,2,0,65.0,1,1,0,0,1,0,1
5,0,4,0,82,0,158.83,4,2,0,2,0,0,1
3,0,4,0,57,2,132.3,3,1,0,0,0,0,1
3,0,4,0,6,0,148.5,2,3,2,0,0,0,0
0,0,3,0,75,0,80.75,2,2,2,0,0,0,1
3,0,3,0,59,0,60.0,3,2,0,0,0,0,1
0,0,4,0,14,1,96.0,1,2,0,0,0,0,1
3,0,3,1,71,0,126.5,1,1,1,0,0,0,1
0,0,4,1,256,0,115.0,2,2,0,0,0,0,0
3,0,4,0,65,1,112.2,3,2,2,0,0,0,1
0,0,4,3,122,0,94.5,3,2,0,0,0,0,1
0,0,4,0,44,1,59.95,6,2,2,0,0,0,1
0,1,4,1,28,2,156.25,3,2,1,0,0,0,1
3,0,4,0,109,1,127.8,5,2,0,0,0,0,1
0,0,3,0,1,0,98.1,2,1,0,0,0,1,1
0,0,4,3,9,1,75.0,1,1,2,0,0,0,1
0,0,4,0,9,2,89.55,1,1,1,0,0,0,1
0,0,2,0,6,0,65.0,2,1,0,0,4,0,1
0,0,3,0,34,0,85.5,0,2,1,0,0,0,1
0,0,3,3,33,0,63.0,1,2,2,0,0,0,1
0,0,4,3,7,1,126.67,1,2,2,0,0,0,0
0,0,4,0,51,0,95.04,1,2,0,0,0,0,0
0,0,4,0,12,0,93.0,1,2,2,0,0,0,1
0,0,4,0,0,1,101.7,2,1,0,0,0,0,1
0,0,2,0,51,0,65.0,0,1,1,0,5,1,1
0,1,4,0,103,1,99.9,1,2,0,0,0,0,1
0,0,4,0,4,1,146.0,2,2,0,0,0,0,1
0,0,4,0,107,1,109.16,5,2,2,0,0,0,1
0,0,4,0,5,1,89.0,2,2,1,0,19,11,1
0,0,3,0,31,2,80.0,2,1,1,0,0,0,1
0,0,4,0,35,1,65.06,2,2,2,0,0,0,1
0,1,4,0,92,0,85.5,1,2,1,0,0,0,1
0,0,3,0,25,0,85.0,3,2,2,0,0,0,1
0,0,4,0,24,0,80.2,1,1,2,0,0,0,1
0,0,4,3,44,0,74.8,4,2,2,0,0,0,0
3,1,4,0,3,2,156.0,3,3,1,0,0,0,1
0,0,2,0,0,0,65.0,0,1,1,0,5,0,1
3,0,4,0,4,1,155.0,0,2,1,0,0,0,1
0,0,4,0,43,1,88.4,3,2,1,0,0,0,1
0,0,4,0,81,0,90.9,1,1,0,0,0,0,0
0,0,3,0,3,0,70.0,1,1,1,0,0,0,1
3,0,4,1,115,0,141.84,5,2,2,0,0,0,1
3,0,4,0,50,1,122.0,3,2,1,0,0,0,1
3,0,4,0,2,1,108.0,1,2,0,0,0,0,1
0,0,4,0,118,1,90.95,4,2,0,0,0,0,1
0,0,2,0,1,0,79.0,1,1,0,0,0,0,1
0,0,4,3,45,0,67.5,1,2,0,0,0,0,0
3,0,0,0,10,0,110.0,2,1,2,0,1,2,1
0,0,4,0,33,1,144.9,1,2,1,0,0,0,1
0,0,4,3,15,2,129.0,0,2,1,0,0,0,1
0,0,4,0,139,1,107.87,5,2,2,0,0,0,1
0,0,3,0,16,0,92.85,2,2,2,1,0,0,1
3,0,4,0,60,0,87.3,3,2,0,0,0,0,0
0,0,4,0,13,0,95.0,0,1,1,0,0,0,0
3,0,4,1,22,1,194.0,2,2,2,0,0,0,1
0,0,4,0,124,1,105.3,3,2,1,0,0,0,1
0,0,2,0,99,0,86.0,2,2,0,0,0,0,1
3,0,4,0,15,0,72.07,2,2,0,0,0,0,1
0,0,4,0,8,0,111.5,1,2,1,0,0,0,1
0,0,4,0,150,1,76.5,2,2,1,0,0,0,1
3,0,4,0,193,1,102.85,4,2,0,0,0,0,0
1,0,4,0,124,0,82.13,5,2,0,0,0,0,1
0,0,4,0,83,0,123.75,3,2,1,1,0,0,0
3,0,4,0,23,1,133.55,2,2,2,0,0,0,1
0,0,4,0,10,2,107.67,2,2,1,0,0,0,1
3,0,4,0,39,1,121.8,3,2,0,0,0,0,0
0,0,4,0,1,0,120.0,1,2,0,0,0,0,1
3,0,4,0,6,1,109.0,4,2,0,0,1,0,1
0,0,4,0,3,2,120.0,1,2,2,1,0,0,1
0,0,4,0,19,2,169.0,2,2,0,0,0,0,1
0,0,2,0,5,0,104.0,3,1,0,0,1,0,1
3,0,4,0,12,1,108.0,2,2,1,0,21,11,1
0,0,4,0,19,1,116.0,2,1,0,0,0,0,0
0,0,4,0,175,2,112.5,1,2,1,1,0,0,0
0,0,4,3,29,0,92.4,3,1,0,0,0,0,0
1,0,4,0,121,2,58.91,3,2,1,0,0,0,1
3,0,4,0,4,0,145.25,4,2,2,1,0,0,0
0,0,4,0,8,1,126.0,2,2,0,0,0,0,1
3,0,4,0,140,3,110.19,2,2,1,0,0,0,1
0,0,2,0,1,1,65.0,1,2,0,0,3,0,1
3,0,4,0,14,2,75.27,3,2,1,0,0,0,1
0,0,1,0,1,0,0.0,2,1,0,0,0,0,1
3,0,4,3,1,0,108.04,1,2,0,0,0,0,1
3,1,2,0,11,2,65.0,2,2,0,0,0,0,1
0,0,4,0,213,0,78.3,3,2,0,0,0,0,1
0,0,4,3,211,0,63.75,2,2,2,0,0,0,0
0,0,3,0,47,0,72.25,1,2,2,0,0,0,1
0,0,4,0,48,2,100.8,0,2,2,0,0,0,1
0,0,3,0,86,0,40.67,3,2,0,0,0,0,1
0,0,3,0,2,0,66.88,2,1,2,0,0,0,1
5,0,4,0,40,2,183.9,2,2,1,2,0,0,1
0,0,4,3,34,1,54.71,5,2,2,0,0,0,1
0,0,4,0,8,0,65.54,3,2,2,0,0,0,0
0,0,4,0,21,1,126.0,3,2,1,0,0,0,1
0,0,4,0,2,1,111.0,2,2,0,0,0,0,1
0,0,4,3,151,0,103.5,1,2,1,0,0,0,0
3,0,3,0,82,1,60.0,1,2,2,0,0,0,1
0,0,2,0,2,0,67.0,2,1,0,0,23,3,1
3,0,4,0,117,2,104.4,2,2,2,0,0,0,1
0,0,2,0,12,0,65.0,3,1,1,0,0,0,0
0,0,4,0,24,1,107.0,3,2,0,0,0,0,1
3,0,4,0,0,0,141.49,1,2,0,1,0,0,1
3,0,2,0,6,0,94.0,1,1,0,0,2,0,1
0,0,4,3,221,2,79.5,3,2,0,0,0,0,0
0,0,4,3,135,1,90.0,2,2,0,0,0,0,1
0,0,4,3,84,0,58.14,2,2,2,0,0,0,1
0,0,4,3,79,2,79.2,2,2,1,0,0,0,1
0,0,4,0,45,1,79.33,2,2,2,0,0,0,1
0,0,4,0,31,1,130.5,1,1,0,0,0,0,0
3,0,4,0,66,0,150.45,2,3,2,0,0,0,1
0,0,3,0,192,0,110.0,2,2,0,0,0,0,0
3,0,4,0,203,1,133.2,2,3,0,0,0,0,0
3,0,3,0,32,0,70.0,2,2,1,0,0,0,1
0,0,4,0,139,0,99.9,1,1,2,0,0,0,0
0,0,4,3,244,1,92.4,1,2,2,0,0,0,1
3,0,4,0,3,1,177.5,1,1,1,0,0,0,1
3,0,4,1,2,1,168.0,3,2,0,0,0,0,0
3,0,4,0,44,0,150.3,2,3,0,0,0,0,0
3,0,4,0,10,2,146.0,2,2,1,0,0,0,1
3,0,0,0,2,0,110.0,1,1,0,0,1,0,1
3,0,4,0,53,1,168.3,1,2,0,0,0,0,1
0,0,4,1,116,1,76.92,2,1,1,0,0,0,0
0,0,4,3,0,1,67.5,1,2,0,0,0,0,1
3,0,4,0,113,2,115.74,5,2,1,0,0,0,1
0,0,4,3,129,0,112.5,1,2,0,0,0,0,0
0,0,4,3,14,1,109.0,2,2,0,0,0,0,1
0,0,4,0,126,0,131.47,4,3,2,0,0,0,1
0,0,4,3,0,0,88.56,1,2,0,0,0,0,0
5,0,4,1,48,0,233.1,4,2,0,2,0,0,0
3,0,4,0,124,0,159.3,2,3,1,0,0,0,0
0,0,4,0,35,1,78.3,4,2,2,0,0,0,1
3,0,4,0,9,1,160.29,5,2,2,0,0,0,1
0,0,4,3,3,0,71.8,3,1,1,0,0,0,1
5,1,4,0,36,0,103.95,1,2,0,0,0,0,1
0,0,4,1,292,0,115.0,2,2,0,0,0,0,0
0,0,4,3,59,1,81.3,3,2,0,0,0,0,1
0,0,4,0,23,1,78.3,3,2,1,0,0,0,1
5,0,4,0,6,3,228.0,1,2,2,2,0,0,1
0,0,4,0,8,2,187.43,5,1,2,0,0,0,1
3,0,4,0,102,0,96.3,2,2,1,0,0,0,1
0,0,2,0,33,0,64.0,1,2,1,0,0,0,1
0,0,4,3,43,0,116.1,2,2,1,0,0,0,1
0,0,4,0,10,2,100.38,5,2,1,0,0,0,1
3,0,4,0,37,1,97.0,1,2,1,0,0,0,1
0,0,3,1,221,1,96.0,1,2,0,0,0,0,1
5,0,4,0,109,0,159.9,1,2,2,2,0,0,0
3,0,4,0,77,2,118.8,4,2,0,0,0,0,1
3,0,4,0,14,0,132.0,8,2,2,0,0,0,0
3,0,4,0,137,2,132.3,4,2,1,0,0,0,1
0,0,4,0,17,2,138.0,2,2,0,0,0,0,1
0,0,3,3,52,0,85.0,2,2,1,0,0,0,1
0,0,4,3,3,1,135.8,0,1,1,0,0,0,1
0,0,4,3,226,0,112.0,2,2,1,0,0,0,0
3,0,0,0,20,0,110.0,1,1,0,0,0,0,0
0,0,4,0,19,2,111.75,2,2,2,0,0,0,1
0,0,4,0,275,1,90.95,2,2,2,0,0,0,0
0,0,4,0,124,1,105.3,2,2,1,0,0,0,1
0,0,4,0,277,2,96.3,2,2,0,0,0,0,0
3,0,4,0,24,3,174.9,3,2,2,0,0,0,1
0,0,4,0,80,2,126.9,2,2,0,0,0,0,1
0,0,4,0,63,2,89.25,1,2,0,0,0,0,1
3,0,3,0,34,0,60.0,3,2,2,0,0,0,1
3,0,4,0,132,1,119.0,2,3,2,0,0,0,0
0,0,3,0,15,0,60.0,2,2,0,0,0,0,1
0,0,2,0,0,0,88.0,1,1,0,0,0,0,1
3,0,4,0,85,2,140.27,5,3,2,0,0,0,1
5,0,4,0,178,2,162.9,3,2,2,2,0,0,0
0,0,3,0,3,0,95.0,2,2,2,0,0,0,1
0,0,4,0,32,0,121.5,0,2,1,1,0,0,0
0,0,4,3,18,0,78.17,5,1,2,0,0,1,1
0,0,3,0,103,2,61.5,3,2,0,0,0,0,1
0,0,4,0,34,1,117.0,1,2,2,0,0,0,1
0,0,4,3,4,0,119.0,2,2,0,0,0,0,1
3,0,1,0,1,1,0.0,1,2,0,0,0,0,1
0,0,4,3,1,1,121.5,4,1,0,0,0,0,1
0,0,4,0,23,0,140.0,1,2,2,0,0,0,0
0,0,1,0,88,0,0.0,2,2,0,0,0,0,1
0,0,4,0,10,1,90.0,5,2,0,0,0,0,1
0,0,4,3,62,1,70.78,3,2,1,0,0,0,1
3,0,4,0,131,0,137.19,6,3,2,0,0,0,0
0,0,4,0,32,1,117.9,1,2,1,0,0,0,0
3,0,4,0,240,1,99.45,7,2,3,0,0,0,0
0,0,3,0,79,0,80.75,2,2,0,0,0,0,1
0,0,4,0,72,1,126.9,2,2,1,0,0,0,1
0,0,4,0,0,0,80.0,0,1,1,0,0,0,1
0,0,4,3,4,0,104.0,1,1,1,0,0,0,1
3,0,3,0,29,1,78.6,5,2,0,0,0,0,1
0,0,4,0,49,1,105.4,6,2,4,1,0,0,0
0,0,4,0,19,1,139.0,2,2,1,0,0,0,1
3,0,4,0,29,0,139.6,2,2,1,0,0,0,0
3,0,4,0,130,2,139.5,3,2,0,0,0,0,0
0,0,4,0,0,1,73.9,1,1,0,0,0,0,1
0,0,4,3,220,0,85.5,2,2,0,0,0,0,0
3,0,4,0,192,2,140.4,3,2,0,0,0,0,0
0,0,4,0,153,2,105.3,0,2,1,1,0,0,0
0,0,4,0,133,1,99.3,2,2,1,0,0,0,1
0,0,4,3,25,1,100.0,3,2,0,0,0,0,1
0,0,3,0,5,1,86.6,2,2,0,0,0,0,1
5,0,4,0,143,1,246.6,2,2,0,2,0,0,0
0,0,4,0,31,2,129.0,3,2,0,0,0,0,1
0,0,4,0,60,1,93.6,1,2,1,0,0,0,1
0,0,4,0,80,2,72.25,2,2,0,0,0,0,1
0,0,3,0,90,0,75.0,3,2,0,0,0,0,1
0,0,3,0,196,0,72.25,5,2,2,0,0,0,1
0,0,4,0,88,1,165.75,2,2,2,0,0,0,0
0,0,4,3,293,0,68.17,6,2,4,0,0,0,0
3,0,4,0,194,0,124.95,3,3,2,0,0,0,0
3,0,4,0,9,2,175.0,2,2,0,0,0,0,1
0,0,4,3,36,1,72.07,1,1,0,0,0,0,1
0,0,4,3,5,1,79.0,2,2,0,0,0,0,1
0,0,4,3,74,2,74.8,4,2,2,0,0,0,0
0,0,1,0,2,0,0.0,1,1,0,0,0,0,1
0,0,4,3,35,1,120.0,2,2,0,0,0,0,1
0,0,4,0,88,1,77.35,3,2,2,0,0,0,1
0,0,3,0,31,0,80.0,2,2,1,0,0,0,1
0,0,4,3,16,2,85.78,2,2,1,0,0,0,1
3,0,4,0,129,0,132.3,5,2,1,0,0,0,0
3,0,4,0,45,0,109.49,1,1,1,0,0,0,0
3,0,4,1,137,0,198.0,3,3,1,0,0,0,0
0,1,2,0,29,0,67.0,3,1,0,0,2,0,1
0,0,2,0,1,0,60.0,3,1,0,0,0,0,0
0,0,4,3,0,0,69.74,0,2,2,0,0,0,1
0,0,4,0,39,2,94.5,2,2,2,0,0,0,1
0,0,4,0,1,0,103.5,3,2,1,0,0,0,1
0,0,3,3,75,0,72.25,2,2,1,0,0,0,1
0,0,4,3,10,1,75.0,0,2,2,0,0,0,1
3,0,4,0,107,1,132.6,3,2,2,0,0,0,1
0,0,4,0,90,1,76.5,3,2,2,0,0,0,1
0,0,4,3,90,1,70.78,3,2,1,0,0,0,1
3,1,4,0,15,2,187.0,1,3,1,0,0,0,1
0,0,4,0,90,1,105.3,3,2,0,0,0,0,1
0,0,4,3,216,0,67.5,1,2,2,0,0,0,0
0,0,4,0,54,1,109.8,4,2,1,0,0,0,1
0,0,3,0,107,0,81.25,1,2,0,0,0,0,1
0,0,4,0,81,1,76.5,1,1,2,0,0,0,1
0,0,2,0,2,0,88.0,1,1,0,0,0,0,0
0,0,4,3,43,1,73.1,3,2,0,0,0,0,1
0,0,4,3,48,1,89.1,1,2,0,0,0,0,1
0,0,3,0,5,0,71.8,1,2,2,0,0,0,1
0,1,4,0,115,2,135.9,3,2,0,0,0,0,1
0,0,4,0,67,3,105.3,3,2,2,0,0,0,1
3,0,4,0,105,0,88.12,4,2,2,0,0,0,1
0,0,4,3,106,0,65.79,3,2,1,0,0,0,0
5,0,4,0,23,1,250.0,1,2,0,2,0,0,0
4,0,1,0,9,1,0.0,1,2,0,0,0,0,1
0,0,4,0,9,0,85.0,1,1,2,0,0,0,0
0,0,4,0,27,1,80.85,0,2,1,0,0,0,1
0,0,4,0,148,1,65.83,3,2,0,0,0,0,1
0,0,4,0,116,1,126.9,1,2,0,0,0,0,1
3,0,4,0,119,0,103.7,4,2,2,0,0,0,0
3,0,4,0,94,1,132.6,4,2,0,0,0,0,1
